fname,vid,fid
./validation/S05/c010/img1/001528.jpg,195,27
./validation/S05/c010/img1/001529.jpg,195,28
./validation/S05/c010/img1/001530.jpg,195,29
./validation/S05/c010/img1/001531.jpg,195,30
./validation/S05/c010/img1/001532.jpg,195,31
./validation/S05/c010/img1/001533.jpg,195,32
./validation/S05/c010/img1/001534.jpg,195,33
./validation/S05/c010/img1/001535.jpg,195,34
./validation/S05/c010/img1/001536.jpg,195,35
./validation/S05/c010/img1/001537.jpg,195,36
./validation/S05/c010/img1/001538.jpg,195,37
./validation/S05/c010/img1/001539.jpg,195,38
./validation/S05/c010/img1/001540.jpg,195,39
./validation/S05/c010/img1/001541.jpg,195,40
./validation/S05/c010/img1/001542.jpg,195,41
./validation/S05/c010/img1/001543.jpg,195,42
./validation/S05/c010/img1/001544.jpg,195,43
./validation/S05/c010/img1/001545.jpg,195,44
./validation/S05/c010/img1/001546.jpg,195,45
./validation/S05/c010/img1/001547.jpg,195,46
./validation/S05/c010/img1/001548.jpg,195,47
./validation/S05/c010/img1/001549.jpg,195,48
./validation/S05/c010/img1/001550.jpg,195,49
./validation/S05/c010/img1/001551.jpg,196,0
./validation/S05/c010/img1/001552.jpg,196,1
./validation/S05/c010/img1/001553.jpg,196,2
./validation/S05/c010/img1/001554.jpg,196,3
./validation/S05/c010/img1/001555.jpg,196,4
./validation/S05/c010/img1/001556.jpg,196,5
./validation/S05/c010/img1/001557.jpg,196,6
./validation/S05/c010/img1/001558.jpg,196,7
./validation/S05/c010/img1/001559.jpg,196,8
./validation/S05/c010/img1/001560.jpg,196,9
./validation/S05/c010/img1/001561.jpg,196,10
./validation/S05/c010/img1/001562.jpg,196,11
./validation/S05/c010/img1/001563.jpg,196,12
./validation/S05/c010/img1/001564.jpg,196,13
./validation/S05/c010/img1/001565.jpg,196,14
./validation/S05/c010/img1/001566.jpg,196,15
./validation/S05/c010/img1/001567.jpg,196,16
./validation/S05/c010/img1/001568.jpg,196,17
./validation/S05/c010/img1/001569.jpg,196,18
./validation/S05/c010/img1/001570.jpg,196,19
./validation/S05/c010/img1/001571.jpg,196,20
./validation/S05/c010/img1/001572.jpg,196,21
./validation/S05/c010/img1/001573.jpg,196,22
./validation/S05/c010/img1/001574.jpg,196,23
./validation/S05/c010/img1/001575.jpg,196,24
./validation/S05/c010/img1/001576.jpg,196,25
./validation/S05/c010/img1/001577.jpg,196,26
./validation/S05/c010/img1/001578.jpg,196,27
./validation/S05/c010/img1/001579.jpg,196,28
./validation/S05/c010/img1/001580.jpg,196,29
./validation/S05/c010/img1/001581.jpg,196,30
./validation/S05/c010/img1/001582.jpg,196,31
./validation/S05/c010/img1/001583.jpg,196,32
./validation/S05/c010/img1/001584.jpg,196,33
./validation/S05/c010/img1/001585.jpg,196,34
./validation/S05/c010/img1/001586.jpg,196,35
./validation/S05/c010/img1/001587.jpg,196,36
./validation/S05/c010/img1/001588.jpg,196,37
./validation/S05/c010/img1/001589.jpg,196,38
./validation/S05/c010/img1/001590.jpg,196,39
./validation/S05/c010/img1/001591.jpg,196,40
./validation/S05/c010/img1/001592.jpg,196,41
./validation/S05/c010/img1/001593.jpg,196,42
./validation/S05/c010/img1/001594.jpg,196,43
./validation/S05/c010/img1/001595.jpg,196,44
./validation/S05/c010/img1/001596.jpg,196,45
./validation/S05/c010/img1/001597.jpg,196,46
./validation/S05/c010/img1/001598.jpg,196,47
./validation/S05/c010/img1/001599.jpg,196,48
./validation/S05/c010/img1/001600.jpg,196,49
./validation/S05/c010/img1/001601.jpg,197,0
./validation/S05/c010/img1/001602.jpg,197,1
./validation/S05/c010/img1/001603.jpg,197,2
./validation/S05/c010/img1/001604.jpg,197,3
./validation/S05/c010/img1/001605.jpg,197,4
./validation/S05/c010/img1/001606.jpg,197,5
./validation/S05/c010/img1/001607.jpg,197,6
./validation/S05/c010/img1/001608.jpg,197,7
./validation/S05/c010/img1/001609.jpg,197,8
./validation/S05/c010/img1/001610.jpg,197,9
./validation/S05/c010/img1/001611.jpg,197,10
./validation/S05/c010/img1/001612.jpg,197,11
./validation/S05/c010/img1/001613.jpg,197,12
./validation/S05/c010/img1/001614.jpg,197,13
./validation/S05/c010/img1/001615.jpg,197,14
./validation/S05/c010/img1/001616.jpg,197,15
./validation/S05/c010/img1/001617.jpg,197,16
./validation/S05/c010/img1/001618.jpg,197,17
./validation/S05/c010/img1/001619.jpg,197,18
./validation/S05/c010/img1/001620.jpg,197,19
./validation/S05/c010/img1/001621.jpg,197,20
./validation/S05/c010/img1/001622.jpg,197,21
./validation/S05/c010/img1/001623.jpg,197,22
./validation/S05/c010/img1/001624.jpg,197,23
./validation/S05/c010/img1/001625.jpg,197,24
./validation/S05/c010/img1/001626.jpg,197,25
./validation/S05/c010/img1/001627.jpg,197,26
./validation/S05/c010/img1/001628.jpg,197,27
./validation/S05/c010/img1/001629.jpg,197,28
./validation/S05/c010/img1/001630.jpg,197,29
./validation/S05/c010/img1/001631.jpg,197,30
./validation/S05/c010/img1/001632.jpg,197,31
./validation/S05/c010/img1/001633.jpg,197,32
./validation/S05/c010/img1/001634.jpg,197,33
./validation/S05/c010/img1/001635.jpg,197,34
./validation/S05/c010/img1/001636.jpg,197,35
./validation/S05/c010/img1/001637.jpg,197,36
./validation/S05/c010/img1/001638.jpg,197,37
./validation/S05/c010/img1/001639.jpg,197,38
./validation/S05/c010/img1/001640.jpg,197,39
./validation/S05/c010/img1/001641.jpg,197,40
./validation/S05/c010/img1/001642.jpg,197,41
./validation/S05/c010/img1/001643.jpg,197,42
./validation/S05/c010/img1/001644.jpg,197,43
./validation/S05/c010/img1/001645.jpg,197,44
./validation/S05/c010/img1/001646.jpg,197,45
./validation/S05/c010/img1/001647.jpg,197,46
./validation/S05/c010/img1/001648.jpg,197,47
./validation/S05/c010/img1/001649.jpg,197,48
./validation/S05/c010/img1/001650.jpg,197,49
./validation/S05/c010/img1/001651.jpg,198,0
./validation/S05/c010/img1/001652.jpg,198,1
./validation/S05/c010/img1/001653.jpg,198,2
./validation/S05/c010/img1/001654.jpg,198,3
./validation/S05/c010/img1/001655.jpg,198,4
./validation/S05/c010/img1/001656.jpg,198,5
./validation/S05/c010/img1/001657.jpg,198,6
./validation/S05/c010/img1/001658.jpg,198,7
./validation/S05/c010/img1/001659.jpg,198,8
./validation/S05/c010/img1/001660.jpg,198,9
./validation/S05/c010/img1/001661.jpg,198,10
./validation/S05/c010/img1/001662.jpg,198,11
./validation/S05/c010/img1/001663.jpg,198,12
./validation/S05/c010/img1/001664.jpg,198,13
./validation/S05/c010/img1/001665.jpg,198,14
./validation/S05/c010/img1/001666.jpg,198,15
./validation/S05/c010/img1/001667.jpg,198,16
./validation/S05/c010/img1/001668.jpg,198,17
./validation/S05/c010/img1/001669.jpg,198,18
./validation/S05/c010/img1/001670.jpg,198,19
./validation/S05/c010/img1/001671.jpg,198,20
./validation/S05/c010/img1/001672.jpg,198,21
./validation/S05/c010/img1/001673.jpg,198,22
./validation/S05/c010/img1/001674.jpg,198,23
./validation/S05/c010/img1/001675.jpg,198,24
./validation/S05/c010/img1/001676.jpg,198,25
./validation/S05/c010/img1/001677.jpg,198,26
./validation/S05/c010/img1/001678.jpg,198,27
./validation/S05/c010/img1/001679.jpg,198,28
./validation/S05/c010/img1/001680.jpg,198,29
./validation/S05/c010/img1/001681.jpg,198,30
./validation/S05/c010/img1/001682.jpg,198,31
./validation/S05/c010/img1/001683.jpg,198,32
./validation/S05/c010/img1/001684.jpg,198,33
./validation/S05/c010/img1/001685.jpg,198,34
./validation/S05/c010/img1/001686.jpg,198,35
./validation/S05/c010/img1/001687.jpg,198,36
./validation/S05/c010/img1/001688.jpg,198,37
./validation/S05/c010/img1/001689.jpg,198,38
./validation/S05/c010/img1/001690.jpg,198,39
./validation/S05/c010/img1/001691.jpg,198,40
./validation/S05/c010/img1/001692.jpg,198,41
./validation/S05/c010/img1/001693.jpg,198,42
./validation/S05/c010/img1/001694.jpg,198,43
./validation/S05/c010/img1/001695.jpg,198,44
./validation/S05/c010/img1/001696.jpg,198,45
./validation/S05/c010/img1/001697.jpg,198,46
./validation/S05/c010/img1/001698.jpg,198,47
./validation/S05/c010/img1/001699.jpg,198,48
./validation/S05/c010/img1/001700.jpg,198,49
./validation/S05/c010/img1/001701.jpg,199,0
./validation/S05/c010/img1/001702.jpg,199,1
./validation/S05/c010/img1/001703.jpg,199,2
./validation/S05/c010/img1/001704.jpg,199,3
./validation/S05/c010/img1/001705.jpg,199,4
./validation/S05/c010/img1/001706.jpg,199,5
./validation/S05/c010/img1/001707.jpg,199,6
./validation/S05/c010/img1/001708.jpg,199,7
./validation/S05/c010/img1/001709.jpg,199,8
./validation/S05/c010/img1/001710.jpg,199,9
./validation/S05/c010/img1/001711.jpg,199,10
./validation/S05/c010/img1/001712.jpg,199,11
./validation/S05/c010/img1/001713.jpg,199,12
./validation/S05/c010/img1/001714.jpg,199,13
./validation/S05/c010/img1/001715.jpg,199,14
./validation/S05/c010/img1/001716.jpg,199,15
./validation/S05/c010/img1/001717.jpg,199,16
./validation/S05/c010/img1/001718.jpg,199,17
./validation/S05/c010/img1/001719.jpg,199,18
./validation/S05/c010/img1/001720.jpg,199,19
./validation/S05/c010/img1/001721.jpg,199,20
./validation/S05/c010/img1/001722.jpg,199,21
./validation/S05/c010/img1/001723.jpg,199,22
./validation/S05/c010/img1/001724.jpg,199,23
./validation/S05/c010/img1/001725.jpg,199,24
./validation/S05/c010/img1/001726.jpg,199,25
./validation/S05/c010/img1/001727.jpg,199,26
./validation/S05/c010/img1/001728.jpg,199,27
./validation/S05/c010/img1/001729.jpg,199,28
./validation/S05/c010/img1/001730.jpg,199,29
./validation/S05/c010/img1/001731.jpg,199,30
./validation/S05/c010/img1/001732.jpg,199,31
./validation/S05/c010/img1/001733.jpg,199,32
./validation/S05/c010/img1/001734.jpg,199,33
./validation/S05/c010/img1/001735.jpg,199,34
./validation/S05/c010/img1/001736.jpg,199,35
./validation/S05/c010/img1/001737.jpg,199,36
./validation/S05/c010/img1/001738.jpg,199,37
./validation/S05/c010/img1/001739.jpg,199,38
./validation/S05/c010/img1/001740.jpg,199,39
./validation/S05/c010/img1/001741.jpg,199,40
./validation/S05/c010/img1/001742.jpg,199,41
./validation/S05/c010/img1/001743.jpg,199,42
./validation/S05/c010/img1/001744.jpg,199,43
./validation/S05/c010/img1/001745.jpg,199,44
./validation/S05/c010/img1/001746.jpg,199,45
./validation/S05/c010/img1/001747.jpg,199,46
./validation/S05/c010/img1/001748.jpg,199,47
./validation/S05/c010/img1/001749.jpg,199,48
./validation/S05/c010/img1/001750.jpg,199,49
./validation/S05/c010/img1/001751.jpg,200,0
./validation/S05/c010/img1/001752.jpg,200,1
./validation/S05/c010/img1/001753.jpg,200,2
./validation/S05/c010/img1/001754.jpg,200,3
./validation/S05/c010/img1/001755.jpg,200,4
./validation/S05/c010/img1/001756.jpg,200,5
./validation/S05/c010/img1/001757.jpg,200,6
./validation/S05/c010/img1/001758.jpg,200,7
./validation/S05/c010/img1/001759.jpg,200,8
./validation/S05/c010/img1/001760.jpg,200,9
./validation/S05/c010/img1/001761.jpg,200,10
./validation/S05/c010/img1/001762.jpg,200,11
./validation/S05/c010/img1/001763.jpg,200,12
./validation/S05/c010/img1/001764.jpg,200,13
./validation/S05/c010/img1/001765.jpg,200,14
./validation/S05/c010/img1/001766.jpg,200,15
./validation/S05/c010/img1/001767.jpg,200,16
./validation/S05/c010/img1/001768.jpg,200,17
./validation/S05/c010/img1/001769.jpg,200,18
./validation/S05/c010/img1/001770.jpg,200,19
./validation/S05/c010/img1/001771.jpg,200,20
./validation/S05/c010/img1/001772.jpg,200,21
./validation/S05/c010/img1/001773.jpg,200,22
./validation/S05/c010/img1/001774.jpg,200,23
./validation/S05/c010/img1/001775.jpg,200,24
./validation/S05/c010/img1/001776.jpg,200,25
./validation/S05/c010/img1/001777.jpg,200,26
./validation/S05/c010/img1/001778.jpg,200,27
./validation/S05/c010/img1/001779.jpg,200,28
./validation/S05/c010/img1/001780.jpg,200,29
./validation/S05/c010/img1/001781.jpg,200,30
./validation/S05/c010/img1/001782.jpg,200,31
./validation/S05/c010/img1/001783.jpg,200,32
./validation/S05/c010/img1/001784.jpg,200,33
./validation/S05/c010/img1/001785.jpg,200,34
./validation/S05/c010/img1/001786.jpg,200,35
./validation/S05/c010/img1/001787.jpg,200,36
./validation/S05/c010/img1/001788.jpg,200,37
./validation/S05/c010/img1/001789.jpg,200,38
./validation/S05/c010/img1/001790.jpg,200,39
./validation/S05/c010/img1/001791.jpg,200,40
./validation/S05/c010/img1/001792.jpg,200,41
./validation/S05/c010/img1/001793.jpg,200,42
./validation/S05/c010/img1/001794.jpg,200,43
./validation/S05/c010/img1/001795.jpg,200,44
./validation/S05/c010/img1/001796.jpg,200,45
./validation/S05/c010/img1/001797.jpg,200,46
./validation/S05/c010/img1/001798.jpg,200,47
./validation/S05/c010/img1/001799.jpg,200,48
./validation/S05/c010/img1/001800.jpg,200,49
./validation/S05/c010/img1/001801.jpg,201,0
./validation/S05/c010/img1/001802.jpg,201,1
./validation/S05/c010/img1/001803.jpg,201,2
./validation/S05/c010/img1/001804.jpg,201,3
./validation/S05/c010/img1/001805.jpg,201,4
./validation/S05/c010/img1/001806.jpg,201,5
./validation/S05/c010/img1/001807.jpg,201,6
./validation/S05/c010/img1/001808.jpg,201,7
./validation/S05/c010/img1/001809.jpg,201,8
./validation/S05/c010/img1/001810.jpg,201,9
./validation/S05/c010/img1/001811.jpg,201,10
./validation/S05/c010/img1/001812.jpg,201,11
./validation/S05/c010/img1/001813.jpg,201,12
./validation/S05/c010/img1/001814.jpg,201,13
./validation/S05/c010/img1/001815.jpg,201,14
./validation/S05/c010/img1/001816.jpg,201,15
./validation/S05/c010/img1/001817.jpg,201,16
./validation/S05/c010/img1/001818.jpg,201,17
./validation/S05/c010/img1/001819.jpg,201,18
./validation/S05/c010/img1/001820.jpg,201,19
./validation/S05/c010/img1/001821.jpg,201,20
./validation/S05/c010/img1/001822.jpg,201,21
./validation/S05/c010/img1/001823.jpg,201,22
./validation/S05/c010/img1/001824.jpg,201,23
./validation/S05/c010/img1/001825.jpg,201,24
./validation/S05/c010/img1/001826.jpg,201,25
./validation/S05/c010/img1/001827.jpg,201,26
./validation/S05/c010/img1/001828.jpg,201,27
./validation/S05/c010/img1/001829.jpg,201,28
./validation/S05/c010/img1/001830.jpg,201,29
./validation/S05/c010/img1/001831.jpg,201,30
./validation/S05/c010/img1/001832.jpg,201,31
./validation/S05/c010/img1/001833.jpg,201,32
./validation/S05/c010/img1/001834.jpg,201,33
./validation/S05/c010/img1/001835.jpg,201,34
./validation/S05/c010/img1/001836.jpg,201,35
./validation/S05/c010/img1/001837.jpg,201,36
./validation/S05/c010/img1/001838.jpg,201,37
./validation/S05/c010/img1/001839.jpg,201,38
./validation/S05/c010/img1/001840.jpg,201,39
./validation/S05/c010/img1/001841.jpg,201,40
./validation/S05/c010/img1/001842.jpg,201,41
./validation/S05/c010/img1/001843.jpg,201,42
./validation/S05/c010/img1/001844.jpg,201,43
./validation/S05/c010/img1/001845.jpg,201,44
./validation/S05/c010/img1/001846.jpg,201,45
./validation/S05/c010/img1/001847.jpg,201,46
./validation/S05/c010/img1/001848.jpg,201,47
./validation/S05/c010/img1/001849.jpg,201,48
./validation/S05/c010/img1/001850.jpg,201,49
./validation/S05/c010/img1/001964.jpg,204,13
./validation/S05/c010/img1/001965.jpg,204,14
./validation/S05/c010/img1/001966.jpg,204,15
./validation/S05/c010/img1/001967.jpg,204,16
./validation/S05/c010/img1/001968.jpg,204,17
./validation/S05/c010/img1/001969.jpg,204,18
./validation/S05/c010/img1/001970.jpg,204,19
./validation/S05/c010/img1/001971.jpg,204,20
./validation/S05/c010/img1/001972.jpg,204,21
./validation/S05/c010/img1/001973.jpg,204,22
./validation/S05/c010/img1/001974.jpg,204,23
./validation/S05/c010/img1/001975.jpg,204,24
./validation/S05/c010/img1/001976.jpg,204,25
./validation/S05/c010/img1/001977.jpg,204,26
./validation/S05/c010/img1/001978.jpg,204,27
./validation/S05/c010/img1/001979.jpg,204,28
./validation/S05/c010/img1/001980.jpg,204,29
./validation/S05/c010/img1/001981.jpg,204,30
./validation/S05/c010/img1/001982.jpg,204,31
./validation/S05/c010/img1/001983.jpg,204,32
./validation/S05/c010/img1/001984.jpg,204,33
./validation/S05/c010/img1/001985.jpg,204,34
./validation/S05/c010/img1/001986.jpg,204,35
./validation/S05/c010/img1/001990.jpg,204,39
./validation/S05/c010/img1/001991.jpg,204,40
./validation/S05/c010/img1/001992.jpg,204,41
./validation/S05/c010/img1/001993.jpg,204,42
./validation/S05/c010/img1/001994.jpg,204,43
./validation/S05/c010/img1/001995.jpg,204,44
./validation/S05/c010/img1/001996.jpg,204,45
./validation/S05/c010/img1/001997.jpg,204,46
./validation/S05/c010/img1/001998.jpg,204,47
./validation/S05/c010/img1/001999.jpg,204,48
./validation/S05/c010/img1/002000.jpg,204,49
./validation/S05/c010/img1/002001.jpg,205,0
./validation/S05/c010/img1/002002.jpg,205,1
./validation/S05/c010/img1/002003.jpg,205,2
./validation/S05/c010/img1/002004.jpg,205,3
./validation/S05/c010/img1/002005.jpg,205,4
./validation/S05/c010/img1/002006.jpg,205,5
./validation/S05/c010/img1/002007.jpg,205,6
./validation/S05/c010/img1/002008.jpg,205,7
./validation/S05/c010/img1/002009.jpg,205,8
./validation/S05/c010/img1/002010.jpg,205,9
./validation/S05/c010/img1/002011.jpg,205,10
./validation/S05/c010/img1/002012.jpg,205,11
./validation/S05/c010/img1/002013.jpg,205,12
./validation/S05/c010/img1/002014.jpg,205,13
./validation/S05/c010/img1/002015.jpg,205,14
./validation/S05/c010/img1/002016.jpg,205,15
./validation/S05/c010/img1/002017.jpg,205,16
./validation/S05/c010/img1/002018.jpg,205,17
./validation/S05/c010/img1/002019.jpg,205,18
./validation/S05/c010/img1/002020.jpg,205,19
./validation/S05/c010/img1/002021.jpg,205,20
./validation/S05/c010/img1/002022.jpg,205,21
./validation/S05/c010/img1/002023.jpg,205,22
./validation/S05/c010/img1/002024.jpg,205,23
./validation/S05/c010/img1/002025.jpg,205,24
./validation/S05/c010/img1/002026.jpg,205,25
./validation/S05/c010/img1/002027.jpg,205,26
./validation/S05/c010/img1/002028.jpg,205,27
./validation/S05/c010/img1/002029.jpg,205,28
./validation/S05/c010/img1/002030.jpg,205,29
./validation/S05/c010/img1/002031.jpg,205,30
./validation/S05/c010/img1/002032.jpg,205,31
./validation/S05/c010/img1/002033.jpg,205,32
./validation/S05/c010/img1/002034.jpg,205,33
./validation/S05/c010/img1/002035.jpg,205,34
./validation/S05/c010/img1/002036.jpg,205,35
./validation/S05/c010/img1/002037.jpg,205,36
./validation/S05/c010/img1/002038.jpg,205,37
./validation/S05/c010/img1/002039.jpg,205,38
./validation/S05/c010/img1/002040.jpg,205,39
./validation/S05/c010/img1/002041.jpg,205,40
./validation/S05/c010/img1/002042.jpg,205,41
./validation/S05/c010/img1/002043.jpg,205,42
./validation/S05/c010/img1/002044.jpg,205,43
./validation/S05/c010/img1/002045.jpg,205,44
./validation/S05/c010/img1/002046.jpg,205,45
./validation/S05/c010/img1/002047.jpg,205,46
./validation/S05/c010/img1/002048.jpg,205,47
./validation/S05/c010/img1/002049.jpg,205,48
./validation/S05/c010/img1/002050.jpg,205,49
./validation/S05/c010/img1/002051.jpg,206,0
./validation/S05/c010/img1/002052.jpg,206,1
./validation/S05/c010/img1/002053.jpg,206,2
./validation/S05/c010/img1/002054.jpg,206,3
./validation/S05/c010/img1/002055.jpg,206,4
./validation/S05/c010/img1/002056.jpg,206,5
./validation/S05/c010/img1/002057.jpg,206,6
./validation/S05/c010/img1/002058.jpg,206,7
./validation/S05/c010/img1/002059.jpg,206,8
./validation/S05/c010/img1/002060.jpg,206,9
./validation/S05/c010/img1/002061.jpg,206,10
./validation/S05/c010/img1/002062.jpg,206,11
./validation/S05/c010/img1/002063.jpg,206,12
./validation/S05/c010/img1/002064.jpg,206,13
./validation/S05/c010/img1/002065.jpg,206,14
./validation/S05/c010/img1/002066.jpg,206,15
./validation/S05/c010/img1/002067.jpg,206,16
./validation/S05/c010/img1/002068.jpg,206,17
./validation/S05/c010/img1/002069.jpg,206,18
./validation/S05/c010/img1/002070.jpg,206,19
./validation/S05/c010/img1/002071.jpg,206,20
./validation/S05/c010/img1/002072.jpg,206,21
./validation/S05/c010/img1/002073.jpg,206,22
./validation/S05/c010/img1/002074.jpg,206,23
./validation/S05/c010/img1/002075.jpg,206,24
./validation/S05/c010/img1/002076.jpg,206,25
./validation/S05/c010/img1/002077.jpg,206,26
./validation/S05/c010/img1/002078.jpg,206,27
./validation/S05/c010/img1/002079.jpg,206,28
./validation/S05/c010/img1/002080.jpg,206,29
./validation/S05/c010/img1/002081.jpg,206,30
./validation/S05/c010/img1/002082.jpg,206,31
./validation/S05/c010/img1/002083.jpg,206,32
./validation/S05/c010/img1/002084.jpg,206,33
./validation/S05/c010/img1/002085.jpg,206,34
./validation/S05/c010/img1/002086.jpg,206,35
./validation/S05/c010/img1/002087.jpg,206,36
./validation/S05/c010/img1/002088.jpg,206,37
./validation/S05/c010/img1/002089.jpg,206,38
./validation/S05/c010/img1/002090.jpg,206,39
./validation/S05/c010/img1/002091.jpg,206,40
./validation/S05/c010/img1/002092.jpg,206,41
./validation/S05/c010/img1/002093.jpg,206,42
./validation/S05/c010/img1/002094.jpg,206,43
./validation/S05/c010/img1/002095.jpg,206,44
./validation/S05/c010/img1/002096.jpg,206,45
./validation/S05/c010/img1/002097.jpg,206,46
./validation/S05/c010/img1/002098.jpg,206,47
./validation/S05/c010/img1/002099.jpg,206,48
./validation/S05/c010/img1/002100.jpg,206,49
./validation/S05/c010/img1/002101.jpg,207,0
./validation/S05/c010/img1/002102.jpg,207,1
./validation/S05/c010/img1/002103.jpg,207,2
./validation/S05/c010/img1/002104.jpg,207,3
./validation/S05/c010/img1/002105.jpg,207,4
./validation/S05/c010/img1/002106.jpg,207,5
./validation/S05/c010/img1/002107.jpg,207,6
./validation/S05/c010/img1/002108.jpg,207,7
./validation/S05/c010/img1/002109.jpg,207,8
./validation/S05/c010/img1/002110.jpg,207,9
./validation/S05/c010/img1/002111.jpg,207,10
./validation/S05/c010/img1/002112.jpg,207,11
./validation/S05/c010/img1/002113.jpg,207,12
./validation/S05/c010/img1/002114.jpg,207,13
./validation/S05/c010/img1/002115.jpg,207,14
./validation/S05/c010/img1/002116.jpg,207,15
./validation/S05/c010/img1/002117.jpg,207,16
./validation/S05/c010/img1/002118.jpg,207,17
./validation/S05/c010/img1/002119.jpg,207,18
./validation/S05/c010/img1/002120.jpg,207,19
./validation/S05/c010/img1/002121.jpg,207,20
./validation/S05/c010/img1/002122.jpg,207,21
./validation/S05/c010/img1/002123.jpg,207,22
./validation/S05/c010/img1/002124.jpg,207,23
./validation/S05/c010/img1/002125.jpg,207,24
./validation/S05/c010/img1/002126.jpg,207,25
./validation/S05/c010/img1/002127.jpg,207,26
./validation/S05/c010/img1/002128.jpg,207,27
./validation/S05/c010/img1/002129.jpg,207,28
./validation/S05/c010/img1/002130.jpg,207,29
./validation/S05/c010/img1/002131.jpg,207,30
./validation/S05/c010/img1/002132.jpg,207,31
./validation/S05/c010/img1/002133.jpg,207,32
./validation/S05/c010/img1/002134.jpg,207,33
./validation/S05/c010/img1/002135.jpg,207,34
./validation/S05/c010/img1/002136.jpg,207,35
./validation/S05/c010/img1/002137.jpg,207,36
./validation/S05/c010/img1/002138.jpg,207,37
./validation/S05/c010/img1/002139.jpg,207,38
./validation/S05/c010/img1/002140.jpg,207,39
./validation/S05/c010/img1/002141.jpg,207,40
./validation/S05/c010/img1/002142.jpg,207,41
./validation/S05/c010/img1/002143.jpg,207,42
./validation/S05/c010/img1/002144.jpg,207,43
./validation/S05/c010/img1/002145.jpg,207,44
./validation/S05/c010/img1/002146.jpg,207,45
./validation/S05/c010/img1/002147.jpg,207,46
./validation/S05/c010/img1/002148.jpg,207,47
./validation/S05/c010/img1/002149.jpg,207,48
./validation/S05/c010/img1/002150.jpg,207,49
./validation/S05/c010/img1/002151.jpg,208,0
./validation/S05/c010/img1/002152.jpg,208,1
./validation/S05/c010/img1/002153.jpg,208,2
./validation/S05/c010/img1/002154.jpg,208,3
./validation/S05/c010/img1/002155.jpg,208,4
./validation/S05/c010/img1/002156.jpg,208,5
./validation/S05/c010/img1/002157.jpg,208,6
./validation/S05/c010/img1/002158.jpg,208,7
./validation/S05/c010/img1/002159.jpg,208,8
./validation/S05/c010/img1/002160.jpg,208,9
./validation/S05/c010/img1/002161.jpg,208,10
./validation/S05/c010/img1/002162.jpg,208,11
./validation/S05/c010/img1/002163.jpg,208,12
./validation/S05/c010/img1/002164.jpg,208,13
./validation/S05/c010/img1/002165.jpg,208,14
./validation/S05/c010/img1/002166.jpg,208,15
./validation/S05/c010/img1/002167.jpg,208,16
./validation/S05/c010/img1/002168.jpg,208,17
./validation/S05/c010/img1/002169.jpg,208,18
./validation/S05/c010/img1/002170.jpg,208,19
./validation/S05/c010/img1/002171.jpg,208,20
./validation/S05/c010/img1/002172.jpg,208,21
./validation/S05/c010/img1/002173.jpg,208,22
./validation/S05/c010/img1/002174.jpg,208,23
./validation/S05/c010/img1/002175.jpg,208,24
./validation/S05/c010/img1/002176.jpg,208,25
./validation/S05/c010/img1/002177.jpg,208,26
./validation/S05/c010/img1/002178.jpg,208,27
./validation/S05/c010/img1/002179.jpg,208,28
./validation/S05/c010/img1/002180.jpg,208,29
./validation/S05/c010/img1/002181.jpg,208,30
./validation/S05/c010/img1/002182.jpg,208,31
./validation/S05/c010/img1/002183.jpg,208,32
./validation/S05/c010/img1/002184.jpg,208,33
./validation/S05/c010/img1/002185.jpg,208,34
./validation/S05/c010/img1/002186.jpg,208,35
./validation/S05/c010/img1/002187.jpg,208,36
./validation/S05/c010/img1/002188.jpg,208,37
./validation/S05/c010/img1/002189.jpg,208,38
./validation/S05/c010/img1/002190.jpg,208,39
./validation/S05/c010/img1/002191.jpg,208,40
./validation/S05/c010/img1/002192.jpg,208,41
./validation/S05/c010/img1/002193.jpg,208,42
./validation/S05/c010/img1/002194.jpg,208,43
./validation/S05/c010/img1/002195.jpg,208,44
./validation/S05/c010/img1/002196.jpg,208,45
./validation/S05/c010/img1/002197.jpg,208,46
./validation/S05/c010/img1/002198.jpg,208,47
./validation/S05/c010/img1/002199.jpg,208,48
./validation/S05/c010/img1/002200.jpg,208,49
./validation/S05/c010/img1/002201.jpg,209,0
./validation/S05/c010/img1/002202.jpg,209,1
./validation/S05/c010/img1/002203.jpg,209,2
./validation/S05/c010/img1/002204.jpg,209,3
./validation/S05/c010/img1/002205.jpg,209,4
./validation/S05/c010/img1/002206.jpg,209,5
./validation/S05/c010/img1/002207.jpg,209,6
./validation/S05/c010/img1/002208.jpg,209,7
./validation/S05/c010/img1/002209.jpg,209,8
./validation/S05/c010/img1/002210.jpg,209,9
./validation/S05/c010/img1/002211.jpg,209,10
./validation/S05/c010/img1/002212.jpg,209,11
./validation/S05/c010/img1/002213.jpg,209,12
./validation/S05/c010/img1/002214.jpg,209,13
./validation/S05/c010/img1/002215.jpg,209,14
./validation/S05/c010/img1/002216.jpg,209,15
./validation/S05/c010/img1/002217.jpg,209,16
./validation/S05/c010/img1/002218.jpg,209,17
./validation/S05/c010/img1/002219.jpg,209,18
./validation/S05/c010/img1/002220.jpg,209,19
./validation/S05/c010/img1/002221.jpg,209,20
./validation/S05/c010/img1/002222.jpg,209,21
./validation/S05/c010/img1/002223.jpg,209,22
./validation/S05/c010/img1/002224.jpg,209,23
./validation/S05/c010/img1/002225.jpg,209,24
